country,topic_l3,status,2024_resolution_count,2025_resolution_count,resolution_count_change,2024_recorded_vote_count,2025_recorded_vote_count,recorded_vote_count_change,2024_not_recorded_count,2025_not_recorded_count,not_recorded_count_change,2024_country_missing_count,2025_country_missing_count,country_missing_count_change,2024_unknown_vote_count,2025_unknown_vote_count,unknown_vote_count_change,2024_yes_count,2025_yes_count,yes_count_change,2024_yes_pct,2025_yes_pct,yes_pct_change_pp,2024_abstain_count,2025_abstain_count,abstain_count_change,2024_abstain_pct,2025_abstain_pct,abstain_pct_change_pp,2024_no_count,2025_no_count,no_count_change,2024_no_pct,2025_no_pct,no_pct_change_pp,abs_yes_pct_change_pp
CPV,DISPUTES,PRESENT_IN_BOTH,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,1,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,LANDMINES,PRESENT_IN_BOTH,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,1,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,LAW OF THE SEA,PRESENT_IN_BOTH,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,1,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,NON-SELF-GOVERNING TERRITORIES,PRESENT_IN_BOTH,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,NUCLEAR NON-PROLIFERATION,PRESENT_IN_BOTH,2,2,0,1,1,0,1,0,-1,0,1,1,0,0,0,1,1,0,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,NUCLEAR SCIENCE,PRESENT_IN_BOTH,2,2,0,1,1,0,1,0,-1,0,1,1,0,0,0,1,1,0,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,PEACE AGREEMENTS,PRESENT_IN_BOTH,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,1,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,RURAL DEVELOPMENT,PRESENT_IN_BOTH,1,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,2,1,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,SELF-DETERMINATION OF PEOPLES,PRESENT_IN_BOTH,6,2,-4,6,2,-4,0,0,0,0,0,0,0,0,0,6,2,-4,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,AMMUNITION,PRESENT_IN_BOTH,2,1,-1,2,1,-1,0,0,0,0,0,0,0,0,0,2,1,-1,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,ARMS TRANSFERS,PRESENT_IN_BOTH,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,CHEMICAL WEAPONS,PRESENT_IN_BOTH,3,1,-2,3,1,-2,0,0,0,0,0,0,0,0,0,3,1,-2,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,CIVILIAN PERSONS,PRESENT_IN_BOTH,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,COLONIALISM,PRESENT_IN_BOTH,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,COUNTER-TERRORISM,PRESENT_IN_BOTH,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,ECONOMICS,PRESENT_IN_BOTH,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,ENVIRONMENTAL CLEANUP,PRESENT_IN_BOTH,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,FRIENDLY RELATIONS AMONG STATES,PRESENT_IN_BOTH,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,GENDER DISCRIMINATION,PRESENT_IN_BOTH,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,GEORGIAN REFUGEES,PRESENT_IN_BOTH,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,HUMANITARIAN INTERVENTION,PRESENT_IN_BOTH,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,INTERNATIONAL CRIMINAL COURTS,PRESENT_IN_BOTH,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,MULTILATERALISM,PRESENT_IN_BOTH,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,NUCLEAR WEAPONS,PRESENT_IN_BOTH,2,1,-1,2,1,-1,0,0,0,0,0,0,0,0,0,2,1,-1,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,PEACE MOVEMENTS,PRESENT_IN_BOTH,2,1,-1,2,1,-1,0,0,0,0,0,0,0,0,0,2,1,-1,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,RADIOACTIVE CONTAMINATION,PRESENT_IN_BOTH,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,SELF-RULE,PRESENT_IN_BOTH,2,1,-1,2,1,-1,0,0,0,0,0,0,0,0,0,2,1,-1,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,WOMEN'S RIGHTS,PRESENT_IN_BOTH,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,100.00,100.00,0.00,0,0,0,0.00,0.00,0.00,0,0,0,0.00,0.00,0.00,0.00
CPV,BASIC NEEDS,PRESENT_IN_BOTH,1,9,8,0,9,9,1,0,-1,0,0,0,0,0,0,0,9,9,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,ARTIFICIAL INTELLIGENCE,PRESENT_IN_BOTH,1,3,2,0,3,3,1,0,-1,0,0,0,0,0,0,0,3,3,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,ARMS RACE,PRESENT_IN_BOTH,1,2,1,0,2,2,1,0,-1,0,0,0,0,0,0,0,2,2,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,RACIAL DISCRIMINATION,PRESENT_IN_BOTH,1,2,1,0,2,2,1,0,-1,0,0,0,0,0,0,0,2,2,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,CLUSTER MUNITIONS,PRESENT_IN_BOTH,1,1,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,1,1,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,GIRLS,PRESENT_IN_BOTH,1,1,0,1,0,-1,0,0,0,0,1,1,0,0,0,1,0,-1,100.00,,,0,0,0,0.00,,,0,0,0,0.00,,,
CPV,MILITARY APPLICATIONS,PRESENT_IN_BOTH,1,1,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,1,1,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,NAZISM,PRESENT_IN_BOTH,1,1,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,1,1,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,RECOMMENDATIONS,PRESENT_IN_BOTH,1,1,0,1,0,-1,0,1,1,0,0,0,0,0,0,1,0,-1,100.00,,,0,0,0,0.00,,,0,0,0,0.00,,,
CPV,INTERNATIONAL INSTRUMENTS,NEW_IN_2025,0,15,15,0,15,15,0,0,0,0,0,0,0,0,0,0,15,15,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,NATURAL RESOURCES,NEW_IN_2025,0,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,8,8,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,DEVELOPMENT FINANCE,NEW_IN_2025,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,HUMANITARIAN ASSISTANCE,NEW_IN_2025,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,PERSONS (INTERNATIONAL LAW),NEW_IN_2025,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,CIVIL SOCIETY,NEW_IN_2025,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,FOREIGN RELATIONS,NEW_IN_2025,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,POVERTY,NEW_IN_2025,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,PROTECTION OF CIVILIANS IN PEACEKEEPING OPERATIONS,NEW_IN_2025,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,SOCIAL CONDITIONS,NEW_IN_2025,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,SOCIAL DEVELOPMENT,NEW_IN_2025,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,SUSTAINABLE DEVELOPMENT,NEW_IN_2025,0,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,AGRICULTURAL DEVELOPMENT,NEW_IN_2025,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,ANTI-DISCRIMINATION MEASURES,NEW_IN_2025,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,COORDINATION WITHIN UN SYSTEM,NEW_IN_2025,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,DEVELOPMENT ASSISTANCE,NEW_IN_2025,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,ENERGY RESOURCES,NEW_IN_2025,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,GOVERNMENT POLICY,NEW_IN_2025,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,INTERNATIONAL CRIMES,NEW_IN_2025,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,INTERNATIONAL RELATIONS,NEW_IN_2025,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,POLITICAL PARTICIPATION,NEW_IN_2025,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,COASTAL ZONE MANAGEMENT,NEW_IN_2025,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,COMMISSIONS OF INQUIRY,NEW_IN_2025,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,CONFIDENCE-BUILDING MEASURES,NEW_IN_2025,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,CONFLICT MANAGEMENT,NEW_IN_2025,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,COUNTERMEASURES (INTERNATIONAL LAW),NEW_IN_2025,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,CRIMINAL LAW,NEW_IN_2025,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,DESERTIFICATION,NEW_IN_2025,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,DISASTER PREVENTION,NEW_IN_2025,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,DISASTER RELIEF,NEW_IN_2025,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,DISEASE CONTROL,NEW_IN_2025,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,ECONOMIC DEVELOPMENT,NEW_IN_2025,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,EDUCATIONAL POLICY,NEW_IN_2025,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,ENVIRONMENTAL EMERGENCIES,NEW_IN_2025,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,ETHICS,NEW_IN_2025,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,FAMILY,NEW_IN_2025,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,FAUNA,NEW_IN_2025,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,HEALTH,NEW_IN_2025,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,MARINE RESOURCES,NEW_IN_2025,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,NUCLEAR-WEAPON-FREE ZONES,NEW_IN_2025,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,PEACEKEEPING OPERATIONS,NEW_IN_2025,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,PUBLIC FINANCE,NEW_IN_2025,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,SCIENCE AND TECHNOLOGY,NEW_IN_2025,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,SUSTAINABLE TRANSPORT,NEW_IN_2025,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,ABANDONED CHILDREN,NEW_IN_2025,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,ADMINISTRATION OF JUSTICE,NEW_IN_2025,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,AFFORESTATION,NEW_IN_2025,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,AFGHANISTAN SITUATION,NEW_IN_2025,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,AFRICAN REFUGEES,NEW_IN_2025,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,AGRICULTURAL INNOVATIONS,NEW_IN_2025,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,AGRICULTURAL POLICY,NEW_IN_2025,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,ALIEN PROPERTY,NEW_IN_2025,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,ANNEXATION OF TERRITORY,NEW_IN_2025,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,ARMAMENTS,NEW_IN_2025,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,ASSOCIATIONS,NEW_IN_2025,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,BALANCE OF PAYMENTS,NEW_IN_2025,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,BASIC SERVICES,NEW_IN_2025,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,BURUNDI SITUATION,NEW_IN_2025,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,CAREGIVERS,NEW_IN_2025,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,CHILD NEEDS,NEW_IN_2025,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,CHILD REFUGEES,NEW_IN_2025,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,COASTAL EROSION,NEW_IN_2025,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,COMMAND AND CONTROL SYSTEMS,NEW_IN_2025,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,COMMERCIAL LAW,NEW_IN_2025,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,COMMODITIES,NEW_IN_2025,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
CPV,COMMUNICABLE DISEASES,NEW_IN_2025,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,,100.00,,0,0,0,,0.00,,0,0,0,,0.00,,
